Commodity2,Attribute,Description,YearProjected2,Year2,Value
Soybeans,Beginning stocks,Million bushels,2000,1998/1999,200
Soybeans,Beginning stocks,Million bushels,2000,1999/2000,348
Soybeans,Beginning stocks,Million bushels,2000,2000/2001,395
Soybeans,Beginning stocks,Million bushels,2000,2001/2002,540
Soybeans,Beginning stocks,Million bushels,2000,2002/2003,605
Soybeans,Beginning stocks,Million bushels,2000,2003/2004,595
Soybeans,Beginning stocks,Million bushels,2000,2004/2005,520
Soybeans,Beginning stocks,Million bushels,2000,2005/2006,415
Soybeans,Beginning stocks,Million bushels,2000,2006/2007,320
Soybeans,Beginning stocks,Million bushels,2000,2007/2008,260
Soybeans,Beginning stocks,Million bushels,2000,2008/2009,245
Soybeans,Beginning stocks,Million bushels,2000,2009/2010,265
Soybeans,Beginning stocks,Million bushels,2001,1999/2000,348
Soybeans,Beginning stocks,Million bushels,2001,2000/2001,288
Soybeans,Beginning stocks,Million bushels,2001,2001/2002,365
Soybeans,Beginning stocks,Million bushels,2001,2002/2003,460
Soybeans,Beginning stocks,Million bushels,2001,2003/2004,455
Soybeans,Beginning stocks,Million bushels,2001,2004/2005,380
Soybeans,Beginning stocks,Million bushels,2001,2005/2006,310
Soybeans,Beginning stocks,Million bushels,2001,2006/2007,270
Soybeans,Beginning stocks,Million bushels,2001,2007/2008,255
Soybeans,Beginning stocks,Million bushels,2001,2008/2009,240
Soybeans,Beginning stocks,Million bushels,2001,2009/2010,230
Soybeans,Beginning stocks,Million bushels,2001,2010/2011,225
Soybeans,Beginning stocks,Million bushels,2002,2000/2001,290
Soybeans,Beginning stocks,Million bushels,2002,2001/2002,248
Soybeans,Beginning stocks,Million bushels,2002,2002/2003,345
Soybeans,Beginning stocks,Million bushels,2002,2003/2004,415
Soybeans,Beginning stocks,Million bushels,2002,2004/2005,410
Soybeans,Beginning stocks,Million bushels,2002,2005/2006,375
Soybeans,Beginning stocks,Million bushels,2002,2006/2007,320
Soybeans,Beginning stocks,Million bushels,2002,2007/2008,275
Soybeans,Beginning stocks,Million bushels,2002,2008/2009,255
Soybeans,Beginning stocks,Million bushels,2002,2009/2010,240
Soybeans,Beginning stocks,Million bushels,2002,2010/2011,230
Soybeans,Beginning stocks,Million bushels,2002,2011/2012,225
Soybeans,Beginning stocks,Million bushels,2003,2001/2002,248
Soybeans,Beginning stocks,Million bushels,2003,2002/2003,208
Soybeans,Beginning stocks,Million bushels,2003,2003/2004,185
Soybeans,Beginning stocks,Million bushels,2003,2004/2005,190
Soybeans,Beginning stocks,Million bushels,2003,2005/2006,205
Soybeans,Beginning stocks,Million bushels,2003,2006/2007,210
Soybeans,Beginning stocks,Million bushels,2003,2007/2008,210
Soybeans,Beginning stocks,Million bushels,2003,2008/2009,210
Soybeans,Beginning stocks,Million bushels,2003,2009/2010,200
Soybeans,Beginning stocks,Million bushels,2003,2010/2011,200
Soybeans,Beginning stocks,Million bushels,2003,2011/2012,200
Soybeans,Beginning stocks,Million bushels,2003,2012/2013,200
Soybeans,Beginning stocks,Million bushels,2004,2002/2003,208
Soybeans,Beginning stocks,Million bushels,2004,2003/2004,169
Soybeans,Beginning stocks,Million bushels,2004,2004/2005,125
Soybeans,Beginning stocks,Million bushels,2004,2005/2006,186
Soybeans,Beginning stocks,Million bushels,2004,2006/2007,203
Soybeans,Beginning stocks,Million bushels,2004,2007/2008,210
Soybeans,Beginning stocks,Million bushels,2004,2008/2009,210
Soybeans,Beginning stocks,Million bushels,2004,2009/2010,205
Soybeans,Beginning stocks,Million bushels,2004,2010/2011,211
Soybeans,Beginning stocks,Million bushels,2004,2011/2012,211
Soybeans,Beginning stocks,Million bushels,2004,2012/2013,214
Soybeans,Beginning stocks,Million bushels,2004,2013/2014,216
Soybeans,Beginning stocks,Million bushels,2005,2003/2004,178
Soybeans,Beginning stocks,Million bushels,2005,2004/2005,112
Soybeans,Beginning stocks,Million bushels,2005,2005/2006,460
Soybeans,Beginning stocks,Million bushels,2005,2006/2007,400
Soybeans,Beginning stocks,Million bushels,2005,2007/2008,330
Soybeans,Beginning stocks,Million bushels,2005,2008/2009,255
Soybeans,Beginning stocks,Million bushels,2005,2009/2010,230
Soybeans,Beginning stocks,Million bushels,2005,2010/2011,210
Soybeans,Beginning stocks,Million bushels,2005,2011/2012,209
Soybeans,Beginning stocks,Million bushels,2005,2012/2013,210
Soybeans,Beginning stocks,Million bushels,2005,2013/2014,207
Soybeans,Beginning stocks,Million bushels,2005,2014/2015,209
Soybeans,Beginning stocks,Million bushels,2006,2004/2005,112
Soybeans,Beginning stocks,Million bushels,2006,2005/2006,256
Soybeans,Beginning stocks,Million bushels,2006,2006/2007,350
Soybeans,Beginning stocks,Million bushels,2006,2007/2008,320
Soybeans,Beginning stocks,Million bushels,2006,2008/2009,305
Soybeans,Beginning stocks,Million bushels,2006,2009/2010,286
Soybeans,Beginning stocks,Million bushels,2006,2010/2011,259
Soybeans,Beginning stocks,Million bushels,2006,2011/2012,242
Soybeans,Beginning stocks,Million bushels,2006,2012/2013,240
Soybeans,Beginning stocks,Million bushels,2006,2013/2014,245
Soybeans,Beginning stocks,Million bushels,2006,2014/2015,245
Soybeans,Beginning stocks,Million bushels,2006,2015/2016,245
Soybeans,Beginning stocks,Million bushels,2007,2005/2006,256
Soybeans,Beginning stocks,Million bushels,2007,2006/2007,449
Soybeans,Beginning stocks,Million bushels,2007,2007/2008,565
Soybeans,Beginning stocks,Million bushels,2007,2008/2009,355
Soybeans,Beginning stocks,Million bushels,2007,2009/2010,237
Soybeans,Beginning stocks,Million bushels,2007,2010/2011,235
Soybeans,Beginning stocks,Million bushels,2007,2011/2012,237
Soybeans,Beginning stocks,Million bushels,2007,2012/2013,234
Soybeans,Beginning stocks,Million bushels,2007,2013/2014,232
Soybeans,Beginning stocks,Million bushels,2007,2014/2015,235
Soybeans,Beginning stocks,Million bushels,2007,2015/2016,233
Soybeans,Beginning stocks,Million bushels,2007,2016/2017,229
Soybeans,Beginning stocks,Million bushels,2008,2006/2007,449
Soybeans,Beginning stocks,Million bushels,2008,2007/2008,573
Soybeans,Beginning stocks,Million bushels,2008,2008/2009,210
Soybeans,Beginning stocks,Million bushels,2008,2009/2010,219
Soybeans,Beginning stocks,Million bushels,2008,2010/2011,210
Soybeans,Beginning stocks,Million bushels,2008,2011/2012,202
Soybeans,Beginning stocks,Million bushels,2008,2012/2013,193
Soybeans,Beginning stocks,Million bushels,2008,2013/2014,199
Soybeans,Beginning stocks,Million bushels,2008,2014/2015,204
Soybeans,Beginning stocks,Million bushels,2008,2015/2016,204
Soybeans,Beginning stocks,Million bushels,2008,2016/2017,203
Soybeans,Beginning stocks,Million bushels,2008,2017/2018,201
Soybeans,Beginning stocks,Million bushels,2009,2007/2008,574
Soybeans,Beginning stocks,Million bushels,2009,2008/2009,205
Soybeans,Beginning stocks,Million bushels,2009,2009/2010,205
Soybeans,Beginning stocks,Million bushels,2009,2010/2011,257
Soybeans,Beginning stocks,Million bushels,2009,2011/2012,261
Soybeans,Beginning stocks,Million bushels,2009,2012/2013,246
Soybeans,Beginning stocks,Million bushels,2009,2013/2014,235
Soybeans,Beginning stocks,Million bushels,2009,2014/2015,235
Soybeans,Beginning stocks,Million bushels,2009,2015/2016,229
Soybeans,Beginning stocks,Million bushels,2009,2016/2017,232
Soybeans,Beginning stocks,Million bushels,2009,2017/2018,235
Soybeans,Beginning stocks,Million bushels,2009,2018/2019,237
Soybeans,Beginning stocks,Million bushels,2010,2008/2009,205
Soybeans,Beginning stocks,Million bushels,2010,2009/2010,138
Soybeans,Beginning stocks,Million bushels,2010,2010/2011,270
Soybeans,Beginning stocks,Million bushels,2010,2011/2012,354
Soybeans,Beginning stocks,Million bushels,2010,2012/2013,299
Soybeans,Beginning stocks,Million bushels,2010,2013/2014,271
Soybeans,Beginning stocks,Million bushels,2010,2014/2015,260
Soybeans,Beginning stocks,Million bushels,2010,2015/2016,258
Soybeans,Beginning stocks,Million bushels,2010,2016/2017,260
Soybeans,Beginning stocks,Million bushels,2010,2017/2018,261
Soybeans,Beginning stocks,Million bushels,2010,2018/2019,262
Soybeans,Beginning stocks,Million bushels,2010,2019/2020,262
Soybeans,Beginning stocks,Million bushels,2011,2009/2010,138
Soybeans,Beginning stocks,Million bushels,2011,2010/2011,151
Soybeans,Beginning stocks,Million bushels,2011,2011/2012,185
Soybeans,Beginning stocks,Million bushels,2011,2012/2013,190
Soybeans,Beginning stocks,Million bushels,2011,2013/2014,195
Soybeans,Beginning stocks,Million bushels,2011,2014/2015,194
Soybeans,Beginning stocks,Million bushels,2011,2015/2016,197
Soybeans,Beginning stocks,Million bushels,2011,2016/2017,199
Soybeans,Beginning stocks,Million bushels,2011,2017/2018,196
Soybeans,Beginning stocks,Million bushels,2011,2018/2019,197
Soybeans,Beginning stocks,Million bushels,2011,2019/2020,198
Soybeans,Beginning stocks,Million bushels,2011,2020/2021,199
Soybeans,Beginning stocks,Million bushels,2012,2010/2011,151
Soybeans,Beginning stocks,Million bushels,2012,2011/2012,215
Soybeans,Beginning stocks,Million bushels,2012,2012/2013,195
Soybeans,Beginning stocks,Million bushels,2012,2013/2014,209
Soybeans,Beginning stocks,Million bushels,2012,2014/2015,206
Soybeans,Beginning stocks,Million bushels,2012,2015/2016,212
Soybeans,Beginning stocks,Million bushels,2012,2016/2017,208
Soybeans,Beginning stocks,Million bushels,2012,2017/2018,208
Soybeans,Beginning stocks,Million bushels,2012,2018/2019,208
Soybeans,Beginning stocks,Million bushels,2012,2019/2020,207
Soybeans,Beginning stocks,Million bushels,2012,2020/2021,206
Soybeans,Beginning stocks,Million bushels,2012,2021/2022,204
Soybeans,Beginning stocks,Million bushels,2013,2011/2012,215
Soybeans,Beginning stocks,Million bushels,2013,2012/2013,169
Soybeans,Beginning stocks,Million bushels,2013,2013/2014,140
Soybeans,Beginning stocks,Million bushels,2013,2014/2015,185
Soybeans,Beginning stocks,Million bushels,2013,2015/2016,197
Soybeans,Beginning stocks,Million bushels,2013,2016/2017,204
Soybeans,Beginning stocks,Million bushels,2013,2017/2018,205
Soybeans,Beginning stocks,Million bushels,2013,2018/2019,215
Soybeans,Beginning stocks,Million bushels,2013,2019/2020,219
Soybeans,Beginning stocks,Million bushels,2013,2020/2021,222
Soybeans,Beginning stocks,Million bushels,2013,2021/2022,226
Soybeans,Beginning stocks,Million bushels,2013,2022/2023,223
Soybeans,Beginning stocks,Million bushels,2014,2012/2013,169
Soybeans,Beginning stocks,Million bushels,2014,2013/2014,141
Soybeans,Beginning stocks,Million bushels,2014,2014/2015,170
Soybeans,Beginning stocks,Million bushels,2014,2015/2016,203
Soybeans,Beginning stocks,Million bushels,2014,2016/2017,232
Soybeans,Beginning stocks,Million bushels,2014,2017/2018,245
Soybeans,Beginning stocks,Million bushels,2014,2018/2019,243
Soybeans,Beginning stocks,Million bushels,2014,2019/2020,240
Soybeans,Beginning stocks,Million bushels,2014,2020/2021,237
Soybeans,Beginning stocks,Million bushels,2014,2021/2022,239
Soybeans,Beginning stocks,Million bushels,2014,2022/2023,240
Soybeans,Beginning stocks,Million bushels,2014,2023/2024,242
Soybeans,Beginning stocks,Million bushels,2015,2013/2014,141
Soybeans,Beginning stocks,Million bushels,2015,2014/2015,92
Soybeans,Beginning stocks,Million bushels,2015,2015/2016,450
Soybeans,Beginning stocks,Million bushels,2015,2016/2017,519
Soybeans,Beginning stocks,Million bushels,2015,2017/2018,396
Soybeans,Beginning stocks,Million bushels,2015,2018/2019,282
Soybeans,Beginning stocks,Million bushels,2015,2019/2020,243
Soybeans,Beginning stocks,Million bushels,2015,2020/2021,238
Soybeans,Beginning stocks,Million bushels,2015,2021/2022,232
Soybeans,Beginning stocks,Million bushels,2015,2022/2023,237
Soybeans,Beginning stocks,Million bushels,2015,2023/2024,241
Soybeans,Beginning stocks,Million bushels,2015,2024/2025,244
Soybeans,Cropping history,Million acres,2002,2000,4.125
Soybeans,Cropping history,Million acres,2002,2001,4.707
Soybeans,Cropping history,Million acres,2002,2002,4.784
Soybeans,Cropping history,Million acres,2002,2003,4.878
Soybeans,Cropping history,Million acres,2002,2004,5.027
Soybeans,Cropping history,Million acres,2002,2005,5.091
Soybeans,Cropping history,Million acres,2002,2006,5.091
Soybeans,Cropping history,Million acres,2002,2007,5.091
Soybeans,Cropping history,Million acres,2002,2008,5.091
Soybeans,Cropping history,Million acres,2002,2009,5.091
Soybeans,Cropping history,Million acres,2002,2010,5.091
Soybeans,Cropping history,Million acres,2002,2011,5.091
Soybeans,Cropping history,Million acres,2003,2001,4.698
Soybeans,Cropping history,Million acres,2003,2002,4.756
Soybeans,Cropping history,Million acres,2003,2003,4.808
Soybeans,Cropping history,Million acres,2003,2004,4.989
Soybeans,Cropping history,Million acres,2003,2005,5.416
Soybeans,Cropping history,Million acres,2003,2006,5.483
Soybeans,Cropping history,Million acres,2003,2007,5.483
Soybeans,Cropping history,Million acres,2003,2008,5.483
Soybeans,Cropping history,Million acres,2003,2009,5.483
Soybeans,Cropping history,Million acres,2003,2010,5.483
Soybeans,Cropping history,Million acres,2003,2011,5.483
Soybeans,Cropping history,Million acres,2003,2012,5.483
Soybeans,Cropping history,Million acres,2004,2002,4.955
Soybeans,Cropping history,Million acres,2004,2003,5.183
Soybeans,Cropping history,Million acres,2004,2004,5.279
Soybeans,Cropping history,Million acres,2004,2005,5.51
Soybeans,Cropping history,Million acres,2004,2006,5.575
Soybeans,Cropping history,Million acres,2004,2007,5.94
Soybeans,Cropping history,Million acres,2004,2008,5.955
Soybeans,Cropping history,Million acres,2004,2009,5.955
Soybeans,Cropping history,Million acres,2004,2010,5.955
Soybeans,Cropping history,Million acres,2004,2011,5.955
Soybeans,Cropping history,Million acres,2004,2012,5.955
Soybeans,Cropping history,Million acres,2004,2013,5.955
Soybeans,Cropping history,Million acres,2005,2003,5.182
Soybeans,Cropping history,Million acres,2005,2004,5.272
Soybeans,Cropping history,Million acres,2005,2005,5.562
Soybeans,Cropping history,Million acres,2005,2006,5.875
Soybeans,Cropping history,Million acres,2005,2007,6.174
Soybeans,Cropping history,Million acres,2005,2008,6.191
Soybeans,Cropping history,Million acres,2005,2009,6.191
Soybeans,Cropping history,Million acres,2005,2010,6.191
Soybeans,Cropping history,Million acres,2005,2011,6.191
Soybeans,Cropping history,Million acres,2005,2012,6.191
Soybeans,Cropping history,Million acres,2005,2013,6.191
Soybeans,Cropping history,Million acres,2005,2014,6.191
Soybeans,Cropping history,Million acres,2006,2004,5.273
Soybeans,Cropping history,Million acres,2006,2005,5.534
Soybeans,Cropping history,Million acres,2006,2006,5.727
Soybeans,Cropping history,Million acres,2006,2007,6.147
Soybeans,Cropping history,Million acres,2006,2008,6.191
Soybeans,Cropping history,Million acres,2006,2009,6.191
Soybeans,Cropping history,Million acres,2006,2010,6.191
Soybeans,Cropping history,Million acres,2006,2011,6.191
Soybeans,Cropping history,Million acres,2006,2012,6.191
Soybeans,Cropping history,Million acres,2006,2013,6.191
Soybeans,Cropping history,Million acres,2006,2014,6.191
Soybeans,Cropping history,Million acres,2006,2015,6.191
Soybeans,Cropping history,Million acres,2007,2005,5.534
Soybeans,Cropping history,Million acres,2007,2006,5.724
Soybeans,Cropping history,Million acres,2007,2007,5.912
Soybeans,Cropping history,Million acres,2007,2008,5.42
Soybeans,Cropping history,Million acres,2007,2009,5.198
Soybeans,Cropping history,Million acres,2007,2010,5.321
Soybeans,Cropping history,Million acres,2007,2011,5.498
Soybeans,Cropping history,Million acres,2007,2012,5.723
Soybeans,Cropping history,Million acres,2007,2013,5.903
Soybeans,Cropping history,Million acres,2007,2014,6.021
Soybeans,Cropping history,Million acres,2007,2015,6.089
Soybeans,Cropping history,Million acres,2007,2016,6.191
Soybeans,Cropping history,Million acres,2008,2006,5.686
Soybeans,Cropping history,Million acres,2008,2007,5.811
Soybeans,Cropping history,Million acres,2008,2008,5.498
Soybeans,Cropping history,Million acres,2008,2009,5.408
Soybeans,Cropping history,Million acres,2008,2010,5.267
Soybeans,Cropping history,Million acres,2008,2011,5.197
Soybeans,Cropping history,Million acres,2008,2012,5.248
Soybeans,Cropping history,Million acres,2008,2013,5.279
Soybeans,Cropping history,Million acres,2008,2014,5.413
Soybeans,Cropping history,Million acres,2008,2015,5.594
Soybeans,Cropping history,Million acres,2008,2016,5.786
Soybeans,Cropping history,Million acres,2008,2017,5.843
Soybeans,Cropping history,Million acres,2009,2007,5.807
Soybeans,Cropping history,Million acres,2009,2008,4.89
Soybeans,Cropping history,Million acres,2009,2009,4.783
Soybeans,Cropping history,Million acres,2009,2010,4.483
Soybeans,Cropping history,Million acres,2009,2011,4.264
Soybeans,Cropping history,Million acres,2009,2012,4.24
Soybeans,Cropping history,Million acres,2009,2013,4.23
Soybeans,Cropping history,Million acres,2009,2014,4.283
Soybeans,Cropping history,Million acres,2009,2015,4.407
Soybeans,Cropping history,Million acres,2009,2016,4.485
Soybeans,Cropping history,Million acres,2009,2017,4.491
Soybeans,Cropping history,Million acres,2009,2018,4.491
Soybeans,Crush,Million bushels,2000,1998/1999,1590
Soybeans,Crush,Million bushels,2000,1999/2000,1610
Soybeans,Crush,Million bushels,2000,2000/2001,1655
Soybeans,Crush,Million bushels,2000,2001/2002,1715
Soybeans,Crush,Million bushels,2000,2002/2003,1760
Soybeans,Crush,Million bushels,2000,2003/2004,1805
Soybeans,Crush,Million bushels,2000,2004/2005,1830
Soybeans,Crush,Million bushels,2000,2005/2006,1855
Soybeans,Crush,Million bushels,2000,2006/2007,1880
Soybeans,Crush,Million bushels,2000,2007/2008,1900
Soybeans,Crush,Million bushels,2000,2008/2009,1925
Soybeans,Crush,Million bushels,2000,2009/2010,1950
Soybeans,Crush,Million bushels,2001,1999/2000,1579
Soybeans,Crush,Million bushels,2001,2000/2001,1615
Soybeans,Crush,Million bushels,2001,2001/2002,1660
Soybeans,Crush,Million bushels,2001,2002/2003,1720
Soybeans,Crush,Million bushels,2001,2003/2004,1760
Soybeans,Crush,Million bushels,2001,2004/2005,1795
Soybeans,Crush,Million bushels,2001,2005/2006,1830
Soybeans,Crush,Million bushels,2001,2006/2007,1865
Soybeans,Crush,Million bushels,2001,2007/2008,1895
Soybeans,Crush,Million bushels,2001,2008/2009,1930
Soybeans,Crush,Million bushels,2001,2009/2010,1960
Soybeans,Crush,Million bushels,2001,2010/2011,1995
Soybeans,Crush,Million bushels,2002,2000/2001,1641
Soybeans,Crush,Million bushels,2002,2001/2002,1660
Soybeans,Crush,Million bushels,2002,2002/2003,1700
Soybeans,Crush,Million bushels,2002,2003/2004,1740
Soybeans,Crush,Million bushels,2002,2004/2005,1775
Soybeans,Crush,Million bushels,2002,2005/2006,1810
Soybeans,Crush,Million bushels,2002,2006/2007,1840
Soybeans,Crush,Million bushels,2002,2007/2008,1875
Soybeans,Crush,Million bushels,2002,2008/2009,1910
Soybeans,Crush,Million bushels,2002,2009/2010,1940
Soybeans,Crush,Million bushels,2002,2010/2011,1975
Soybeans,Crush,Million bushels,2002,2011/2012,2010
Soybeans,Crush,Million bushels,2003,2001/2002,1700
Soybeans,Crush,Million bushels,2003,2002/2003,1660
Soybeans,Crush,Million bushels,2003,2003/2004,1705
Soybeans,Crush,Million bushels,2003,2004/2005,1740
Soybeans,Crush,Million bushels,2003,2005/2006,1775
Soybeans,Crush,Million bushels,2003,2006/2007,1810
Soybeans,Crush,Million bushels,2003,2007/2008,1840
Soybeans,Crush,Million bushels,2003,2008/2009,1875
Soybeans,Crush,Million bushels,2003,2009/2010,1910
Soybeans,Crush,Million bushels,2003,2010/2011,1940
Soybeans,Crush,Million bushels,2003,2011/2012,1975
Soybeans,Crush,Million bushels,2003,2012/2013,2010
Soybeans,Crush,Million bushels,2004,2002/2003,1615
Soybeans,Crush,Million bushels,2004,2003/2004,1485
Soybeans,Crush,Million bushels,2004,2004/2005,1620
Soybeans,Crush,Million bushels,2004,2005/2006,1650
Soybeans,Crush,Million bushels,2004,2006/2007,1680
Soybeans,Crush,Million bushels,2004,2007/2008,1715
Soybeans,Crush,Million bushels,2004,2008/2009,1740
Soybeans,Crush,Million bushels,2004,2009/2010,1775
Soybeans,Crush,Million bushels,2004,2010/2011,1805
Soybeans,Crush,Million bushels,2004,2011/2012,1835
Soybeans,Crush,Million bushels,2004,2012/2013,1865
Soybeans,Crush,Million bushels,2004,2013/2014,1895
Soybeans,Crush,Million bushels,2005,2003/2004,1530
Soybeans,Crush,Million bushels,2005,2004/2005,1645
Soybeans,Crush,Million bushels,2005,2005/2006,1725
Soybeans,Crush,Million bushels,2005,2006/2007,1745
Soybeans,Crush,Million bushels,2005,2007/2008,1765
Soybeans,Crush,Million bushels,2005,2008/2009,1780
Soybeans,Crush,Million bushels,2005,2009/2010,1810
Soybeans,Crush,Million bushels,2005,2010/2011,1830
Soybeans,Crush,Million bushels,2005,2011/2012,1855
Soybeans,Crush,Million bushels,2005,2012/2013,1880
Soybeans,Crush,Million bushels,2005,2013/2014,1905
Soybeans,Crush,Million bushels,2005,2014/2015,1930
Soybeans,Crush,Million bushels,2006,2004/2005,1696
Soybeans,Crush,Million bushels,2006,2005/2006,1720
Soybeans,Crush,Million bushels,2006,2006/2007,1735
Soybeans,Crush,Million bushels,2006,2007/2008,1755
Soybeans,Crush,Million bushels,2006,2008/2009,1770
Soybeans,Crush,Million bushels,2006,2009/2010,1790
Soybeans,Crush,Million bushels,2006,2010/2011,1820
Soybeans,Crush,Million bushels,2006,2011/2012,1845
Soybeans,Crush,Million bushels,2006,2012/2013,1870
Soybeans,Crush,Million bushels,2006,2013/2014,1890
Soybeans,Crush,Million bushels,2006,2014/2015,1920
Soybeans,Crush,Million bushels,2006,2015/2016,1945
Soybeans,Crush,Million bushels,2007,2005/2006,1739
Soybeans,Crush,Million bushels,2007,2006/2007,1780
Soybeans,Crush,Million bushels,2007,2007/2008,1820
Soybeans,Crush,Million bushels,2007,2008/2009,1870
Soybeans,Crush,Million bushels,2007,2009/2010,1895
Soybeans,Crush,Million bushels,2007,2010/2011,1920
Soybeans,Crush,Million bushels,2007,2011/2012,1950
Soybeans,Crush,Million bushels,2007,2012/2013,1975
Soybeans,Crush,Million bushels,2007,2013/2014,1995
Soybeans,Crush,Million bushels,2007,2014/2015,2015
Soybeans,Crush,Million bushels,2007,2015/2016,2035
Soybeans,Crush,Million bushels,2007,2016/2017,2060
Soybeans,Crush,Million bushels,2008,2006/2007,1806
Soybeans,Crush,Million bushels,2008,2007/2008,1825
Soybeans,Crush,Million bushels,2008,2008/2009,1865
Soybeans,Crush,Million bushels,2008,2009/2010,1895
Soybeans,Crush,Million bushels,2008,2010/2011,1920
Soybeans,Crush,Million bushels,2008,2011/2012,1950
Soybeans,Crush,Million bushels,2008,2012/2013,1975
Soybeans,Crush,Million bushels,2008,2013/2014,2000
Soybeans,Crush,Million bushels,2008,2014/2015,2020
Soybeans,Crush,Million bushels,2008,2015/2016,2045
Soybeans,Crush,Million bushels,2008,2016/2017,2070
Soybeans,Crush,Million bushels,2008,2017/2018,2095
Soybeans,Crush,Million bushels,2009,2007/2008,1801
Soybeans,Crush,Million bushels,2009,2008/2009,1745
Soybeans,Crush,Million bushels,2009,2009/2010,1720
Soybeans,Crush,Million bushels,2009,2010/2011,1735
Soybeans,Crush,Million bushels,2009,2011/2012,1750
Soybeans,Crush,Million bushels,2009,2012/2013,1770
Soybeans,Crush,Million bushels,2009,2013/2014,1790
Soybeans,Crush,Million bushels,2009,2014/2015,1810
Soybeans,Crush,Million bushels,2009,2015/2016,1830
Soybeans,Crush,Million bushels,2009,2016/2017,1850
Soybeans,Crush,Million bushels,2009,2017/2018,1875
Soybeans,Crush,Million bushels,2009,2018/2019,1895
Soybeans,Crush,Million bushels,2010,2008/2009,1662
Soybeans,Crush,Million bushels,2010,2009/2010,1695
Soybeans,Crush,Million bushels,2010,2010/2011,1680
Soybeans,Crush,Million bushels,2010,2011/2012,1695
Soybeans,Crush,Million bushels,2010,2012/2013,1710
Soybeans,Crush,Million bushels,2010,2013/2014,1735
Soybeans,Crush,Million bushels,2010,2014/2015,1755
Soybeans,Crush,Million bushels,2010,2015/2016,1775
Soybeans,Crush,Million bushels,2010,2016/2017,1800
Soybeans,Crush,Million bushels,2010,2017/2018,1820
Soybeans,Crush,Million bushels,2010,2018/2019,1840
Soybeans,Crush,Million bushels,2010,2019/2020,1860
Soybeans,Crush,Million bushels,2011,2009/2010,1752
Soybeans,Crush,Million bushels,2011,2010/2011,1665
Soybeans,Crush,Million bushels,2011,2011/2012,1660
Soybeans,Crush,Million bushels,2011,2012/2013,1670
Soybeans,Crush,Million bushels,2011,2013/2014,1695
Soybeans,Crush,Million bushels,2011,2014/2015,1715
Soybeans,Crush,Million bushels,2011,2015/2016,1735
Soybeans,Crush,Million bushels,2011,2016/2017,1770
Soybeans,Crush,Million bushels,2011,2017/2018,1790
Soybeans,Crush,Million bushels,2011,2018/2019,1810
Soybeans,Crush,Million bushels,2011,2019/2020,1830
Soybeans,Crush,Million bushels,2011,2020/2021,1850
Soybeans,Crush,Million bushels,2012,2010/2011,1648
Soybeans,Crush,Million bushels,2012,2011/2012,1635
Soybeans,Crush,Million bushels,2012,2012/2013,1650
Soybeans,Crush,Million bushels,2012,2013/2014,1680
Soybeans,Crush,Million bushels,2012,2014/2015,1705
Soybeans,Crush,Million bushels,2012,2015/2016,1730
Soybeans,Crush,Million bushels,2012,2016/2017,1755
Soybeans,Crush,Million bushels,2012,2017/2018,1785
Soybeans,Crush,Million bushels,2012,2018/2019,1810
Soybeans,Crush,Million bushels,2012,2019/2020,1835
Soybeans,Crush,Million bushels,2012,2020/2021,1860
Soybeans,Crush,Million bushels,2012,2021/2022,1885
Soybeans,Crush,Million bushels,2013,2011/2012,1703
Soybeans,Crush,Million bushels,2013,2012/2013,1560
Soybeans,Crush,Million bushels,2013,2013/2014,1655
Soybeans,Crush,Million bushels,2013,2014/2015,1665
Soybeans,Crush,Million bushels,2013,2015/2016,1700
Soybeans,Crush,Million bushels,2013,2016/2017,1730
Soybeans,Crush,Million bushels,2013,2017/2018,1760
Soybeans,Crush,Million bushels,2013,2018/2019,1785
Soybeans,Crush,Million bushels,2013,2019/2020,1815
Soybeans,Crush,Million bushels,2013,2020/2021,1840
Soybeans,Crush,Million bushels,2013,2021/2022,1870
Soybeans,Crush,Million bushels,2013,2022/2023,1895
Soybeans,Crush,Million bushels,2014,2012/2013,1689
Soybeans,Crush,Million bushels,2014,2013/2014,1685
Soybeans,Crush,Million bushels,2014,2014/2015,1705
Soybeans,Crush,Million bushels,2014,2015/2016,1720
Soybeans,Crush,Million bushels,2014,2016/2017,1735
Soybeans,Crush,Million bushels,2014,2017/2018,1755
Soybeans,Crush,Million bushels,2014,2018/2019,1780
Soybeans,Crush,Million bushels,2014,2019/2020,1800
Soybeans,Crush,Million bushels,2014,2020/2021,1825
Soybeans,Crush,Million bushels,2014,2021/2022,1850
Soybeans,Crush,Million bushels,2014,2022/2023,1870
Soybeans,Crush,Million bushels,2014,2023/2024,1890
Soybeans,Crush,Million bushels,2015,2013/2014,1734
Soybeans,Crush,Million bushels,2015,2014/2015,1780
Soybeans,Crush,Million bushels,2015,2015/2016,1835
Soybeans,Crush,Million bushels,2015,2016/2017,1850
Soybeans,Crush,Million bushels,2015,2017/2018,1850
Soybeans,Crush,Million bushels,2015,2018/2019,1855
Soybeans,Crush,Million bushels,2015,2019/2020,1880
Soybeans,Crush,Million bushels,2015,2020/2021,1900
Soybeans,Crush,Million bushels,2015,2021/2022,1925
Soybeans,Crush,Million bushels,2015,2022/2023,1940
Soybeans,Crush,Million bushels,2015,2023/2024,1960
Soybeans,Crush,Million bushels,2015,2024/2025,1975
Soybeans,Crush margin,Dollars per bushel,2000,1998/1999,0.56
